college_code,branch,category,exam_type,cutoff_percentile,round_number,seats_available
WCE,Electrical Engineering,OPEN,CET,83.38,1,60
WCE,Electrical Engineering,OPEN,CET,82.6,2,120
WCE,Electrical Engineering,OBC,CET,79.81,1,60
WCE,Electrical Engineering,OBC,CET,79.13,2,90
WCE,Electrical Engineering,SC,CET,68.6,1,30
WCE,Electrical Engineering,SC,CET,68.13,2,90
WCE,Electrical Engineering,ST,CET,63.85,1,30
WCE,Electrical Engineering,ST,CET,63.34,2,60
WCE,Electrical Engineering,EWS,CET,80.78,1,30
WCE,Electrical Engineering,EWS,CET,80.34,2,60
WCE,Electrical Engineering,TFWS,CET,81.88,1,120
WCE,Electrical Engineering,TFWS,CET,81.41,2,120
SPCE,Computer Engineering,OPEN,CET,95.48,1,90
SPCE,Computer Engineering,OPEN,CET,94.72,2,90
SPCE,Computer Engineering,OBC,CET,91.64,1,60
SPCE,Computer Engineering,OBC,CET,91.05,2,60
SPCE,Computer Engineering,SC,CET,80.53,1,30
SPCE,Computer Engineering,SC,CET,79.97,2,60
SPCE,Computer Engineering,ST,CET,75.72,1,120
SPCE,Computer Engineering,ST,CET,75.06,2,60
SPCE,Computer Engineering,EWS,CET,92.76,1,120
SPCE,Computer Engineering,EWS,CET,92.22,2,90
SPCE,Computer Engineering,TFWS,CET,93.48,1,60
SPCE,Computer Engineering,TFWS,CET,92.87,2,90
SPCE,Information Technology,OPEN,CET,94.82,1,120
SPCE,Information Technology,OPEN,CET,94.26,2,60
SPCE,Information Technology,OBC,CET,90.66,1,90
SPCE,Information Technology,OBC,CET,90.12,2,90
SPCE,Information Technology,SC,CET,79.84,1,90
SPCE,Information Technology,SC,CET,79.43,2,30
SPCE,Information Technology,ST,CET,74.8,1,30
SPCE,Information Technology,ST,CET,74.12,2,60
SPCE,Information Technology,EWS,CET,91.46,1,30
SPCE,Information Technology,EWS,CET,90.84,2,60
SPCE,Information Technology,TFWS,CET,92.48,1,120
SPCE,Information Technology,TFWS,CET,91.7,2,30
SPCE,Mechanical Engineering,OPEN,CET,88.73,1,30
SPCE,Mechanical Engineering,OPEN,CET,88.13,2,120
SPCE,Mechanical Engineering,OBC,CET,84.72,1,120
SPCE,Mechanical Engineering,OBC,CET,84.21,2,90
SPCE,Mechanical Engineering,SC,CET,73.83,1,60
SPCE,Mechanical Engineering,SC,CET,73.47,2,90
SPCE,Mechanical Engineering,ST,CET,68.66,1,60
SPCE,Mechanical Engineering,ST,CET,68.15,2,60
SPCE,Mechanical Engineering,EWS,CET,85.33,1,90
SPCE,Mechanical Engineering,EWS,CET,84.57,2,30
SPCE,Mechanical Engineering,TFWS,CET,86.85,1,60
SPCE,Mechanical Engineering,TFWS,CET,86.32,2,30
SPCE,Electronics & Telecommunication,OPEN,CET,91.37,1,120
SPCE,Electronics & Telecommunication,OPEN,CET,90.98,2,60
SPCE,Electronics & Telecommunication,OBC,CET,87.04,1,90
SPCE,Electronics & Telecommunication,OBC,CET,86.49,2,90
SPCE,Electronics & Telecommunication,SC,CET,76.05,1,30
SPCE,Electronics & Telecommunication,SC,CET,75.31,2,30
SPCE,Electronics & Telecommunication,ST,CET,71.11,1,60
SPCE,Electronics & Telecommunication,ST,CET,70.7,2,90
SPCE,Electronics & Telecommunication,EWS,CET,88.17,1,90
SPCE,Electronics & Telecommunication,EWS,CET,87.65,2,90
SPCE,Electronics & Telecommunication,TFWS,CET,88.9,1,60
SPCE,Electronics & Telecommunication,TFWS,CET,88.18,2,90
SPCE,Civil Engineering,OPEN,CET,84.67,1,120
SPCE,Civil Engineering,OPEN,CET,83.98,2,30
SPCE,Civil Engineering,OBC,CET,80.89,1,30
SPCE,Civil Engineering,OBC,CET,80.2,2,60
SPCE,Civil Engineering,SC,CET,69.56,1,90
SPCE,Civil Engineering,SC,CET,69.03,2,60
SPCE,Civil Engineering,ST,CET,64.54,1,60
SPCE,Civil Engineering,ST,CET,64.17,2,30
SPCE,Civil Engineering,EWS,CET,81.64,1,30
SPCE,Civil Engineering,EWS,CET,81.12,2,120
SPCE,Civil Engineering,TFWS,CET,82.54,1,90
SPCE,Civil Engineering,TFWS,CET,82.09,2,120
SPCE,Electrical Engineering,OPEN,CET,87.6,1,90
SPCE,Electrical Engineering,OPEN,CET,87.14,2,30
SPCE,Electrical Engineering,OBC,CET,83.73,1,60
SPCE,Electrical Engineering,OBC,CET,83.37,2,120
SPCE,Electrical Engineering,SC,CET,72.66,1,30
SPCE,Electrical Engineering,SC,CET,71.99,2,120
SPCE,Electrical Engineering,ST,CET,67.87,1,90
SPCE,Electrical Engineering,ST,CET,67.1,2,60
SPCE,Electrical Engineering,EWS,CET,84.67,1,60
SPCE,Electrical Engineering,EWS,CET,84.03,2,120
SPCE,Electrical Engineering,TFWS,CET,85.65,1,60
SPCE,Electrical Engineering,TFWS,CET,84.98,2,60
VJTI,Computer Engineering,OPEN,CET,99.27,1,60
VJTI,Computer Engineering,OPEN,CET,98.71,2,60
VJTI,Computer Engineering,OBC,CET,95.0,1,30
VJTI,Computer Engineering,OBC,CET,94.25,2,60
VJTI,Computer Engineering,SC,CET,83.81,1,90
VJTI,Computer Engineering,SC,CET,83.34,2,60
VJTI,Computer Engineering,ST,CET,78.83,1,120
VJTI,Computer Engineering,ST,CET,78.37,2,60
VJTI,Computer Engineering,EWS,CET,95.89,1,90
VJTI,Computer Engineering,EWS,CET,95.58,2,90
VJTI,Computer Engineering,TFWS,CET,96.91,1,60
VJTI,Computer Engineering,TFWS,CET,96.58,2,60
VJTI,Information Technology,OPEN,CET,98.31,1,30
VJTI,Information Technology,OPEN,CET,97.81,2,60
VJTI,Information Technology,OBC,CET,94.25,1,30
VJTI,Information Technology,OBC,CET,93.54,2,120
VJTI,Information Technology,SC,CET,83.53,1,90
VJTI,Information Technology,SC,CET,83.07,2,120
VJTI,Information Technology,ST,CET,78.13,1,90
VJTI,Information Technology,ST,CET,77.51,2,30
VJTI,Information Technology,EWS,CET,95.26,1,90
VJTI,Information Technology,EWS,CET,94.49,2,120
VJTI,Information Technology,TFWS,CET,96.28,1,60
VJTI,Information Technology,TFWS,CET,95.79,2,90
VJTI,Mechanical Engineering,OPEN,CET,96.31,1,60
VJTI,Mechanical Engineering,OPEN,CET,95.75,2,30
VJTI,Mechanical Engineering,OBC,CET,92.36,1,30
VJTI,Mechanical Engineering,OBC,CET,91.77,2,60
VJTI,Mechanical Engineering,SC,CET,81.29,1,90
VJTI,Mechanical Engineering,SC,CET,80.54,2,90
VJTI,Mechanical Engineering,ST,CET,76.23,1,90
VJTI,Mechanical Engineering,ST,CET,75.62,2,90
VJTI,Mechanical Engineering,EWS,CET,93.36,1,120
VJTI,Mechanical Engineering,EWS,CET,93.0,2,120
VJTI,Mechanical Engineering,TFWS,CET,94.31,1,120
VJTI,Mechanical Engineering,TFWS,CET,93.54,2,120
VJTI,Electronics & Telecommunication,OPEN,CET,97.36,1,60
VJTI,Electronics & Telecommunication,OPEN,CET,96.57,2,120
VJTI,Electronics & Telecommunication,OBC,CET,93.25,1,120
VJTI,Electronics & Telecommunication,OBC,CET,92.89,2,120
VJTI,Electronics & Telecommunication,SC,CET,82.18,1,90
VJTI,Electronics & Telecommunication,SC,CET,81.43,2,120
VJTI,Electronics & Telecommunication,ST,CET,77.24,1,30
VJTI,Electronics & Telecommunication,ST,CET,76.71,2,30
VJTI,Electronics & Telecommunication,EWS,CET,94.29,1,30
VJTI,Electronics & Telecommunication,EWS,CET,93.83,2,120
VJTI,Electronics & Telecommunication,TFWS,CET,95.4,1,120
VJTI,Electronics & Telecommunication,TFWS,CET,94.8,2,120
VJTI,Civil Engineering,OPEN,CET,93.83,1,60
VJTI,Civil Engineering,OPEN,CET,93.18,2,120
VJTI,Civil Engineering,OBC,CET,89.31,1,30
VJTI,Civil Engineering,OBC,CET,88.64,2,30
VJTI,Civil Engineering,SC,CET,78.37,1,90
VJTI,Civil Engineering,SC,CET,77.69,2,120
VJTI,Civil Engineering,ST,CET,73.74,1,60
VJTI,Civil Engineering,ST,CET,73.14,2,120
VJTI,Civil Engineering,EWS,CET,90.8,1,30
VJTI,Civil Engineering,EWS,CET,90.23,2,60
VJTI,Civil Engineering,TFWS,CET,91.32,1,120
VJTI,Civil Engineering,TFWS,CET,90.69,2,120
VJTI,Electrical Engineering,OPEN,CET,95.66,1,30
VJTI,Electrical Engineering,OPEN,CET,95.16,2,120
VJTI,Electrical Engineering,OBC,CET,91.52,1,30
VJTI,Electrical Engineering,OBC,CET,90.96,2,90
VJTI,Electrical Engineering,SC,CET,80.66,1,30
VJTI,Electrical Engineering,SC,CET,79.86,2,30
VJTI,Electrical Engineering,ST,CET,75.5,1,120
VJTI,Electrical Engineering,ST,CET,74.82,2,60
VJTI,Electrical Engineering,EWS,CET,92.33,1,30
VJTI,Electrical Engineering,EWS,CET,92.02,2,60
VJTI,Electrical Engineering,TFWS,CET,93.53,1,30
VJTI,Electrical Engineering,TFWS,CET,92.87,2,30
ICT,Computer Engineering,OPEN,CET,98.7,1,90
ICT,Computer Engineering,OPEN,CET,98.18,2,60
ICT,Computer Engineering,OBC,CET,94.57,1,90
ICT,Computer Engineering,OBC,CET,94.26,2,60
ICT,Computer Engineering,SC,CET,83.74,1,30
ICT,Computer Engineering,SC,CET,82.96,2,60
ICT,Computer Engineering,ST,CET,78.33,1,120
ICT,Computer Engineering,ST,CET,77.55,2,90
ICT,Computer Engineering,EWS,CET,95.36,1,90
ICT,Computer Engineering,EWS,CET,94.76,2,60
ICT,Computer Engineering,TFWS,CET,96.55,1,90
ICT,Computer Engineering,TFWS,CET,96.06,2,90
ICT,Information Technology,OPEN,CET,97.84,1,120
ICT,Information Technology,OPEN,CET,97.28,2,120
ICT,Information Technology,OBC,CET,93.77,1,90
ICT,Information Technology,OBC,CET,93.09,2,30
ICT,Information Technology,SC,CET,82.55,1,120
ICT,Information Technology,SC,CET,82.23,2,90
ICT,Information Technology,ST,CET,77.99,1,90
ICT,Information Technology,ST,CET,77.57,2,30
ICT,Information Technology,EWS,CET,94.8,1,120
ICT,Information Technology,EWS,CET,94.4,2,60
ICT,Information Technology,TFWS,CET,95.51,1,90
ICT,Information Technology,TFWS,CET,94.95,2,90
ICT,Mechanical Engineering,OPEN,CET,94.56,1,60
ICT,Mechanical Engineering,OPEN,CET,94.14,2,120
ICT,Mechanical Engineering,OBC,CET,90.72,1,60
ICT,Mechanical Engineering,OBC,CET,90.41,2,60
ICT,Mechanical Engineering,SC,CET,79.36,1,120
ICT,Mechanical Engineering,SC,CET,79.01,2,60
ICT,Mechanical Engineering,ST,CET,74.8,1,90
ICT,Mechanical Engineering,ST,CET,74.23,2,60
ICT,Mechanical Engineering,EWS,CET,91.31,1,90
ICT,Mechanical Engineering,EWS,CET,90.68,2,60
ICT,Mechanical Engineering,TFWS,CET,92.87,1,90
ICT,Mechanical Engineering,TFWS,CET,92.4,2,30
ICT,Electronics & Telecommunication,OPEN,CET,96.19,1,90
ICT,Electronics & Telecommunication,OPEN,CET,95.6,2,30
ICT,Electronics & Telecommunication,OBC,CET,92.1,1,30
ICT,Electronics & Telecommunication,OBC,CET,91.47,2,60
ICT,Electronics & Telecommunication,SC,CET,81.14,1,120
ICT,Electronics & Telecommunication,SC,CET,80.72,2,120
ICT,Electronics & Telecommunication,ST,CET,75.88,1,120
ICT,Electronics & Telecommunication,ST,CET,75.47,2,60
ICT,Electronics & Telecommunication,EWS,CET,93.28,1,60
ICT,Electronics & Telecommunication,EWS,CET,92.72,2,30
ICT,Electronics & Telecommunication,TFWS,CET,93.82,1,90
ICT,Electronics & Telecommunication,TFWS,CET,93.41,2,60
ICT,Civil Engineering,OPEN,CET,92.67,1,60
ICT,Civil Engineering,OPEN,CET,91.88,2,120
ICT,Civil Engineering,OBC,CET,88.71,1,30
ICT,Civil Engineering,OBC,CET,88.19,2,120
ICT,Civil Engineering,SC,CET,77.49,1,120
ICT,Civil Engineering,SC,CET,77.11,2,120
ICT,Civil Engineering,ST,CET,72.72,1,120
ICT,Civil Engineering,ST,CET,72.34,2,90
ICT,Civil Engineering,EWS,CET,89.39,1,120
ICT,Civil Engineering,EWS,CET,89.06,2,60
ICT,Civil Engineering,TFWS,CET,90.38,1,60
ICT,Civil Engineering,TFWS,CET,89.63,2,90
ICT,Electrical Engineering,OPEN,CET,93.82,1,120
ICT,Electrical Engineering,OPEN,CET,93.29,2,30
ICT,Electrical Engineering,OBC,CET,89.91,1,90
ICT,Electrical Engineering,OBC,CET,89.35,2,30
ICT,Electrical Engineering,SC,CET,79.3,1,60
ICT,Electrical Engineering,SC,CET,78.61,2,30
ICT,Electrical Engineering,ST,CET,74.0,1,120
ICT,Electrical Engineering,ST,CET,73.68,2,30
ICT,Electrical Engineering,EWS,CET,91.31,1,60
ICT,Electrical Engineering,EWS,CET,90.77,2,90
ICT,Electrical Engineering,TFWS,CET,92.26,1,30
ICT,Electrical Engineering,TFWS,CET,91.67,2,120
COEM,Computer Engineering,OPEN,CET,92.78,1,90
COEM,Computer Engineering,OPEN,CET,92.41,2,120
COEM,Computer Engineering,OBC,CET,88.67,1,90
COEM,Computer Engineering,OBC,CET,88.22,2,60
COEM,Computer Engineering,SC,CET,77.31,1,90
COEM,Computer Engineering,SC,CET,76.66,2,60
COEM,Computer Engineering,ST,CET,72.45,1,120
COEM,Computer Engineering,ST,CET,72.05,2,30
COEM,Computer Engineering,EWS,CET,89.45,1,120
COEM,Computer Engineering,EWS,CET,89.11,2,90
COEM,Computer Engineering,TFWS,CET,90.32,1,30
COEM,Computer Engineering,TFWS,CET,89.56,2,30
COEM,Information Technology,OPEN,CET,91.72,1,120
COEM,Information Technology,OPEN,CET,91.1,2,30
COEM,Information Technology,OBC,CET,87.85,1,60
COEM,Information Technology,OBC,CET,87.22,2,120
COEM,Information Technology,SC,CET,76.3,1,90
COEM,Information Technology,SC,CET,75.77,2,30
COEM,Information Technology,ST,CET,71.82,1,30
COEM,Information Technology,ST,CET,71.1,2,60
COEM,Information Technology,EWS,CET,88.74,1,120
COEM,Information Technology,EWS,CET,87.96,2,60
COEM,Information Technology,TFWS,CET,89.83,1,120
COEM,Information Technology,TFWS,CET,89.25,2,60
COEM,Mechanical Engineering,OPEN,CET,83.47,1,60
COEM,Mechanical Engineering,OPEN,CET,83.04,2,90
COEM,Mechanical Engineering,OBC,CET,79.36,1,30
COEM,Mechanical Engineering,OBC,CET,79.0,2,30
COEM,Mechanical Engineering,SC,CET,68.49,1,90
COEM,Mechanical Engineering,SC,CET,67.73,2,60
COEM,Mechanical Engineering,ST,CET,63.39,1,120
COEM,Mechanical Engineering,ST,CET,62.65,2,30
COEM,Mechanical Engineering,EWS,CET,80.49,1,90
COEM,Mechanical Engineering,EWS,CET,79.98,2,90
COEM,Mechanical Engineering,TFWS,CET,81.78,1,120
COEM,Mechanical Engineering,TFWS,CET,81.25,2,90
COEM,Electronics & Telecommunication,OPEN,CET,86.2,1,60
COEM,Electronics & Telecommunication,OPEN,CET,85.87,2,60
COEM,Electronics & Telecommunication,OBC,CET,81.86,1,90
COEM,Electronics & Telecommunication,OBC,CET,81.18,2,120
COEM,Electronics & Telecommunication,SC,CET,70.96,1,60
COEM,Electronics & Telecommunication,SC,CET,70.43,2,120
COEM,Electronics & Telecommunication,ST,CET,66.16,1,120
COEM,Electronics & Telecommunication,ST,CET,65.5,2,30
COEM,Electronics & Telecommunication,EWS,CET,82.93,1,120
COEM,Electronics & Telecommunication,EWS,CET,82.5,2,120
COEM,Electronics & Telecommunication,TFWS,CET,83.8,1,60
COEM,Electronics & Telecommunication,TFWS,CET,83.2,2,60
COEM,Civil Engineering,OPEN,CET,79.54,1,90
COEM,Civil Engineering,OPEN,CET,79.2,2,120
COEM,Civil Engineering,OBC,CET,75.88,1,120
COEM,Civil Engineering,OBC,CET,75.57,2,60
COEM,Civil Engineering,SC,CET,64.56,1,90
COEM,Civil Engineering,SC,CET,64.14,2,30
COEM,Civil Engineering,ST,CET,59.72,1,90
COEM,Civil Engineering,ST,CET,59.18,2,120
COEM,Civil Engineering,EWS,CET,76.44,1,30
COEM,Civil Engineering,EWS,CET,76.1,2,120
COEM,Civil Engineering,TFWS,CET,77.69,1,30
COEM,Civil Engineering,TFWS,CET,77.31,2,60
COEM,Electrical Engineering,OPEN,CET,82.54,1,90
COEM,Electrical Engineering,OPEN,CET,82.23,2,90
COEM,Electrical Engineering,OBC,CET,78.56,1,120
COEM,Electrical Engineering,OBC,CET,78.03,2,90
COEM,Electrical Engineering,SC,CET,67.83,1,90
COEM,Electrical Engineering,SC,CET,67.28,2,30
COEM,Electrical Engineering,ST,CET,62.58,1,60
COEM,Electrical Engineering,ST,CET,62.08,2,30
COEM,Electrical Engineering,EWS,CET,79.32,1,120
COEM,Electrical Engineering,EWS,CET,78.62,2,30
COEM,Electrical Engineering,TFWS,CET,80.75,1,60
COEM,Electrical Engineering,TFWS,CET,80.12,2,90
SPIT,Computer Engineering,OPEN,CET,96.64,1,60
SPIT,Computer Engineering,OPEN,CET,95.94,2,30
SPIT,Computer Engineering,OBC,CET,92.57,1,30
SPIT,Computer Engineering,OBC,CET,92.05,2,120
SPIT,Computer Engineering,SC,CET,81.8,1,90
SPIT,Computer Engineering,SC,CET,81.19,2,60
SPIT,Computer Engineering,ST,CET,76.85,1,90
SPIT,Computer Engineering,ST,CET,76.51,2,90
SPIT,Computer Engineering,EWS,CET,93.5,1,120
SPIT,Computer Engineering,EWS,CET,93.06,2,60
SPIT,Computer Engineering,TFWS,CET,94.44,1,90
SPIT,Computer Engineering,TFWS,CET,93.81,2,120
SPIT,Information Technology,OPEN,CET,96.09,1,90
SPIT,Information Technology,OPEN,CET,95.32,2,60
SPIT,Information Technology,OBC,CET,91.84,1,30
SPIT,Information Technology,OBC,CET,91.13,2,60
SPIT,Information Technology,SC,CET,80.72,1,30
SPIT,Information Technology,SC,CET,80.26,2,60
SPIT,Information Technology,ST,CET,75.73,1,90
SPIT,Information Technology,ST,CET,75.32,2,120
SPIT,Information Technology,EWS,CET,92.93,1,120
SPIT,Information Technology,EWS,CET,92.31,2,120
SPIT,Information Technology,TFWS,CET,93.64,1,60
SPIT,Information Technology,TFWS,CET,92.86,2,90
SPIT,Mechanical Engineering,OPEN,CET,90.76,1,60
SPIT,Mechanical Engineering,OPEN,CET,90.32,2,120
SPIT,Mechanical Engineering,OBC,CET,86.73,1,60
SPIT,Mechanical Engineering,OBC,CET,86.03,2,90
SPIT,Mechanical Engineering,SC,CET,75.81,1,90
SPIT,Mechanical Engineering,SC,CET,75.03,2,60
SPIT,Mechanical Engineering,ST,CET,70.8,1,120
SPIT,Mechanical Engineering,ST,CET,70.17,2,120
SPIT,Mechanical Engineering,EWS,CET,87.63,1,90
SPIT,Mechanical Engineering,EWS,CET,86.98,2,60
SPIT,Mechanical Engineering,TFWS,CET,88.46,1,30
SPIT,Mechanical Engineering,TFWS,CET,87.71,2,120
SPIT,Electronics & Telecommunication,OPEN,CET,93.35,1,30
SPIT,Electronics & Telecommunication,OPEN,CET,92.83,2,90
SPIT,Electronics & Telecommunication,OBC,CET,89.02,1,120
SPIT,Electronics & Telecommunication,OBC,CET,88.28,2,90
SPIT,Electronics & Telecommunication,SC,CET,78.08,1,30
SPIT,Electronics & Telecommunication,SC,CET,77.59,2,90
SPIT,Electronics & Telecommunication,ST,CET,72.81,1,60
SPIT,Electronics & Telecommunication,ST,CET,72.04,2,90
SPIT,Electronics & Telecommunication,EWS,CET,90.25,1,120
SPIT,Electronics & Telecommunication,EWS,CET,89.85,2,120
SPIT,Electronics & Telecommunication,TFWS,CET,90.81,1,90
SPIT,Electronics & Telecommunication,TFWS,CET,90.33,2,30
SPIT,Civil Engineering,OPEN,CET,86.81,1,60
SPIT,Civil Engineering,OPEN,CET,86.38,2,60
SPIT,Civil Engineering,OBC,CET,82.59,1,30
SPIT,Civil Engineering,OBC,CET,81.93,2,120
SPIT,Civil Engineering,SC,CET,71.54,1,60
SPIT,Civil Engineering,SC,CET,71.06,2,60
SPIT,Civil Engineering,ST,CET,66.66,1,30
SPIT,Civil Engineering,ST,CET,66.2,2,60
SPIT,Civil Engineering,EWS,CET,83.53,1,30
SPIT,Civil Engineering,EWS,CET,82.9,2,30
SPIT,Civil Engineering,TFWS,CET,84.7,1,30
SPIT,Civil Engineering,TFWS,CET,83.99,2,120
SPIT,Electrical Engineering,OPEN,CET,89.34,1,120
SPIT,Electrical Engineering,OPEN,CET,88.94,2,90
SPIT,Electrical Engineering,OBC,CET,85.77,1,30
SPIT,Electrical Engineering,OBC,CET,85.4,2,30
SPIT,Electrical Engineering,SC,CET,74.81,1,60
SPIT,Electrical Engineering,SC,CET,74.18,2,60
SPIT,Electrical Engineering,ST,CET,69.62,1,120
SPIT,Electrical Engineering,ST,CET,68.9,2,30
SPIT,Electrical Engineering,EWS,CET,86.76,1,120
SPIT,Electrical Engineering,EWS,CET,86.22,2,60
SPIT,Electrical Engineering,TFWS,CET,87.7,1,30
SPIT,Electrical Engineering,TFWS,CET,87.27,2,90
RAIT,Computer Engineering,OPEN,CET,91.12,1,120
RAIT,Computer Engineering,OPEN,CET,90.35,2,60
RAIT,Computer Engineering,OBC,CET,87.18,1,90
RAIT,Computer Engineering,OBC,CET,86.4,2,120
RAIT,Computer Engineering,SC,CET,75.84,1,30
RAIT,Computer Engineering,SC,CET,75.15,2,60
RAIT,Computer Engineering,ST,CET,71.33,1,60
RAIT,Computer Engineering,ST,CET,70.65,2,120
RAIT,Computer Engineering,EWS,CET,88.29,1,120
RAIT,Computer Engineering,EWS,CET,87.96,2,60
RAIT,Computer Engineering,TFWS,CET,89.3,1,120
RAIT,Computer Engineering,TFWS,CET,88.87,2,30
RAIT,Information Technology,OPEN,CET,90.21,1,60
RAIT,Information Technology,OPEN,CET,89.7,2,60
RAIT,Information Technology,OBC,CET,85.99,1,30
RAIT,Information Technology,OBC,CET,85.48,2,120
RAIT,Information Technology,SC,CET,75.06,1,60
RAIT,Information Technology,SC,CET,74.69,2,30
RAIT,Information Technology,ST,CET,70.23,1,60
RAIT,Information Technology,ST,CET,69.44,2,60
RAIT,Information Technology,EWS,CET,87.27,1,120
RAIT,Information Technology,EWS,CET,86.57,2,30
RAIT,Information Technology,TFWS,CET,87.9,1,60
RAIT,Information Technology,TFWS,CET,87.37,2,90
RAIT,Mechanical Engineering,OPEN,CET,81.66,1,90
RAIT,Mechanical Engineering,OPEN,CET,80.94,2,60
RAIT,Mechanical Engineering,OBC,CET,77.86,1,120
RAIT,Mechanical Engineering,OBC,CET,77.18,2,90
RAIT,Mechanical Engineering,SC,CET,66.48,1,60
RAIT,Mechanical Engineering,SC,CET,65.78,2,120
RAIT,Mechanical Engineering,ST,CET,61.76,1,120
RAIT,Mechanical Engineering,ST,CET,61.21,2,30
RAIT,Mechanical Engineering,EWS,CET,78.34,1,60
RAIT,Mechanical Engineering,EWS,CET,77.93,2,120
RAIT,Mechanical Engineering,TFWS,CET,79.45,1,30
RAIT,Mechanical Engineering,TFWS,CET,78.99,2,120
RAIT,Electronics & Telecommunication,OPEN,CET,84.09,1,90
RAIT,Electronics & Telecommunication,OPEN,CET,83.44,2,30
RAIT,Electronics & Telecommunication,OBC,CET,80.26,1,60
RAIT,Electronics & Telecommunication,OBC,CET,79.57,2,120
RAIT,Electronics & Telecommunication,SC,CET,69.36,1,90
RAIT,Electronics & Telecommunication,SC,CET,68.77,2,60
RAIT,Electronics & Telecommunication,ST,CET,63.81,1,120
RAIT,Electronics & Telecommunication,ST,CET,63.03,2,120
RAIT,Electronics & Telecommunication,EWS,CET,80.9,1,120
RAIT,Electronics & Telecommunication,EWS,CET,80.4,2,30
RAIT,Electronics & Telecommunication,TFWS,CET,81.93,1,90
RAIT,Electronics & Telecommunication,TFWS,CET,81.59,2,30
RAIT,Civil Engineering,OPEN,CET,77.41,1,120
RAIT,Civil Engineering,OPEN,CET,76.88,2,60
RAIT,Civil Engineering,OBC,CET,73.73,1,60
RAIT,Civil Engineering,OBC,CET,73.13,2,90
RAIT,Civil Engineering,SC,CET,62.89,1,90
RAIT,Civil Engineering,SC,CET,62.21,2,30
RAIT,Civil Engineering,ST,CET,57.64,1,60
RAIT,Civil Engineering,ST,CET,57.21,2,120
RAIT,Civil Engineering,EWS,CET,74.46,1,30
RAIT,Civil Engineering,EWS,CET,73.92,2,60
RAIT,Civil Engineering,TFWS,CET,75.89,1,120
RAIT,Civil Engineering,TFWS,CET,75.58,2,120
RAIT,Electrical Engineering,OPEN,CET,80.39,1,120
RAIT,Electrical Engineering,OPEN,CET,79.66,2,30
RAIT,Electrical Engineering,OBC,CET,76.36,1,90
RAIT,Electrical Engineering,OBC,CET,75.69,2,60
RAIT,Electrical Engineering,SC,CET,65.42,1,30
RAIT,Electrical Engineering,SC,CET,64.85,2,90
RAIT,Electrical Engineering,ST,CET,60.54,1,60
RAIT,Electrical Engineering,ST,CET,59.95,2,60
RAIT,Electrical Engineering,EWS,CET,77.68,1,60
RAIT,Electrical Engineering,EWS,CET,77.12,2,60
RAIT,Electrical Engineering,TFWS,CET,78.88,1,60
RAIT,Electrical Engineering,TFWS,CET,78.18,2,30
KJSCE,Computer Engineering,OPEN,CET,96.33,1,60
KJSCE,Computer Engineering,OPEN,CET,95.99,2,120
KJSCE,Computer Engineering,OBC,CET,91.94,1,90
KJSCE,Computer Engineering,OBC,CET,91.26,2,90
KJSCE,Computer Engineering,SC,CET,81.13,1,30
KJSCE,Computer Engineering,SC,CET,80.59,2,30
KJSCE,Computer Engineering,ST,CET,75.84,1,30
KJSCE,Computer Engineering,ST,CET,75.26,2,60
KJSCE,Computer Engineering,EWS,CET,93.13,1,30
KJSCE,Computer Engineering,EWS,CET,92.61,2,60
KJSCE,Computer Engineering,TFWS,CET,94.09,1,60
KJSCE,Computer Engineering,TFWS,CET,93.48,2,90
KJSCE,Information Technology,OPEN,CET,95.14,1,90
KJSCE,Information Technology,OPEN,CET,94.66,2,30
KJSCE,Information Technology,OBC,CET,91.51,1,90
KJSCE,Information Technology,OBC,CET,90.77,2,30
KJSCE,Information Technology,SC,CET,80.41,1,90
KJSCE,Information Technology,SC,CET,79.75,2,60
KJSCE,Information Technology,ST,CET,75.36,1,30
KJSCE,Information Technology,ST,CET,75.05,2,120
KJSCE,Information Technology,EWS,CET,92.11,1,60
KJSCE,Information Technology,EWS,CET,91.69,2,30
KJSCE,Information Technology,TFWS,CET,93.19,1,60
KJSCE,Information Technology,TFWS,CET,92.89,2,60
KJSCE,Mechanical Engineering,OPEN,CET,89.7,1,90
KJSCE,Mechanical Engineering,OPEN,CET,89.3,2,120
KJSCE,Mechanical Engineering,OBC,CET,85.5,1,30
KJSCE,Mechanical Engineering,OBC,CET,84.71,2,60
KJSCE,Mechanical Engineering,SC,CET,74.81,1,30
KJSCE,Mechanical Engineering,SC,CET,74.07,2,120
KJSCE,Mechanical Engineering,ST,CET,69.43,1,120
KJSCE,Mechanical Engineering,ST,CET,68.82,2,120
KJSCE,Mechanical Engineering,EWS,CET,86.74,1,60
KJSCE,Mechanical Engineering,EWS,CET,86.34,2,30
KJSCE,Mechanical Engineering,TFWS,CET,87.45,1,90
KJSCE,Mechanical Engineering,TFWS,CET,87.12,2,30
KJSCE,Electronics & Telecommunication,OPEN,CET,92.03,1,90
KJSCE,Electronics & Telecommunication,OPEN,CET,91.44,2,30
KJSCE,Electronics & Telecommunication,OBC,CET,87.82,1,90
KJSCE,Electronics & Telecommunication,OBC,CET,87.13,2,90
KJSCE,Electronics & Telecommunication,SC,CET,77.13,1,30
KJSCE,Electronics & Telecommunication,SC,CET,76.59,2,90
KJSCE,Electronics & Telecommunication,ST,CET,71.89,1,60
KJSCE,Electronics & Telecommunication,ST,CET,71.33,2,60
